otu_id,mean_abundance,occurrence,taxonomy_0,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,predicted_occurrence,lower_conf_int,upper_conf_int
160674,3.2090635115526285e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Raoultella,s__,0.018682942611827236,0.00877156457686715,0.03934904267475854
261654,3.2090635115526285e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__auratinigra,0.018682942611827236,0.00877156457686715,0.03934904267475854
1873716,3.2090635115526285e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Hyphomonas,s__sp. CACIAM 19H1,0.018682942611827236,0.00877156457686715,0.03934904267475854
2709380,3.2090635115526285e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Starkeya,s__sp. ORNL1,0.018682942611827236,0.00877156457686715,0.03934904267475854
470,3.2090635115526285e-05,0.052941176470588235,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__baumannii,0.018682942611827236,0.00877156457686715,0.03934904267475854
946334,3.2090635115526285e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Actinoplanes,s__sp. OR16,0.018682942611827236,0.00877156457686715,0.03934904267475854
1431246,3.2090635115526285e-05,0.061764705882352944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__anyangense,0.018682942611827236,0.00877156457686715,0.03934904267475854
2528037,3.2090635115526285e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__exigua,0.018682942611827236,0.00877156457686715,0.03934904267475854
662,3.2090635115526285e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__,0.018682942611827236,0.00877156457686715,0.03934904267475854
47858,3.2090635115526285e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__echinofusca,0.018682942611827236,0.00877156457686715,0.03934904267475854
92647,3.2090635115526285e-05,0.058823529411764705,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__tropica,0.018682942611827236,0.00877156457686715,0.03934904267475854
1166950,3.2090635115526285e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiodictyon,s__Candidatus Thiodictyon syntrophicum,0.018682942611827236,0.00877156457686715,0.03934904267475854
76731,3.2090635115526285e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Roseateles,s__depolymerans,0.018682942611827236,0.00877156457686715,0.03934904267475854
68173,3.2090635115526285e-05,0.058823529411764705,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__albolonga,0.018682942611827236,0.00877156457686715,0.03934904267475854
84531,3.2090635115526285e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__antibioticus,0.018682942611827236,0.00877156457686715,0.03934904267475854
2282124,3.2090635115526285e-05,0.047058823529411764,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__sp. ASS1,0.018682942611827236,0.00877156457686715,0.03934904267475854
1827469,3.2090635115526285e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__sp. GW460-12-10-14-LB2,0.018682942611827236,0.00877156457686715,0.03934904267475854
404589,3.2090635115526285e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__sp. Fw109-5,0.018682942611827236,0.00877156457686715,0.03934904267475854
304895,3.2090635115526285e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,f__Catenulisporaceae,g__Catenulispora,s__acidiphila,0.018682942611827236,0.00877156457686715,0.03934904267475854
1470176,3.2090635115526285e-05,0.061764705882352944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinoalloteichus,s__hoggarensis,0.018682942611827236,0.00877156457686715,0.03934904267475854
36818,3.348588012054917e-05,0.061764705882352944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__subrutilus,0.019498843370218455,0.009297408845709261,0.04043676914171112
68223,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__katrae,0.019498843370218455,0.009297408845709261,0.04043676914171112
1898,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__cacaoi,0.019498843370218455,0.009297408845709261,0.04043676914171112
257708,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,s__gilardii,0.019498843370218455,0.009297408845709261,0.04043676914171112
1813880,3.348588012054917e-05,0.05588235294117647,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Tetrasphaera,s__sp. HKS02,0.019498843370218455,0.009297408845709261,0.04043676914171112
72,3.348588012054917e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Simonsiella,s__muelleri,0.019498843370218455,0.009297408845709261,0.04043676914171112
1659,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__israelii,0.019498843370218455,0.009297408845709261,0.04043676914171112
1575,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__xyli,0.019498843370218455,0.009297408845709261,0.04043676914171112
1316596,3.348588012054917e-05,0.05588235294117647,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__sp. oral taxon 878,0.019498843370218455,0.009297408845709261,0.04043676914171112
7,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Azorhizobium,s__caulinodans,0.019498843370218455,0.009297408845709261,0.04043676914171112
2571029,3.348588012054917e-05,0.058823529411764705,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__sp. SGAir0954,0.019498843370218455,0.009297408845709261,0.04043676914171112
34103,3.348588012054917e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Sphaerotilus,s__natans,0.019498843370218455,0.009297408845709261,0.04043676914171112
110319,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__sp. CF8,0.019498843370218455,0.009297408845709261,0.04043676914171112
450734,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__dokdonensis,0.019498843370218455,0.009297408845709261,0.04043676914171112
416916,3.348588012054917e-05,0.047058823529411764,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__,0.019498843370218455,0.009297408845709261,0.04043676914171112
1636152,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,s__sp. SH-PL62,0.019498843370218455,0.009297408845709261,0.04043676914171112
1479019,3.348588012054917e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp. C1,0.019498843370218455,0.009297408845709261,0.04043676914171112
860235,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Kibdelosporangium,s__phytohabitans,0.019498843370218455,0.009297408845709261,0.04043676914171112
1653480,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Alloactinosynnema,s__sp. L-07,0.019498843370218455,0.009297408845709261,0.04043676914171112
496014,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Rubrobacteria,o__Rubrobacterales,f__Baekduiaceae,g__Baekduia,s__soli,0.019498843370218455,0.009297408845709261,0.04043676914171112
82348,3.348588012054917e-05,0.052941176470588235,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__pluranimalium,0.019498843370218455,0.009297408845709261,0.04043676914171112
412690,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microterricola,s__viridarii,0.019498843370218455,0.009297408845709261,0.04043676914171112
220927,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__saskatchewanense,0.019498843370218455,0.009297408845709261,0.04043676914171112
2589076,3.348588012054917e-05,0.058823529411764705,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__sp. AK26,0.019498843370218455,0.009297408845709261,0.04043676914171112
2566013,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__shaoxiangyii,0.019498843370218455,0.009297408845709261,0.04043676914171112
2305220,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. W1SF4,0.019498843370218455,0.009297408845709261,0.04043676914171112
94,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Stella,s__humosa,0.019498843370218455,0.009297408845709261,0.04043676914171112
2561924,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__sp. MF30-B,0.019498843370218455,0.009297408845709261,0.04043676914171112
1351,3.348588012054917e-05,0.058823529411764705,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__faecalis,0.019498843370218455,0.009297408845709261,0.04043676914171112
2695266,3.348588012054917e-05,0.061764705882352944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. HM190,0.019498843370218455,0.009297408845709261,0.04043676914171112
199596,3.348588012054917e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella,s__silvestris,0.019498843370218455,0.009297408845709261,0.04043676914171112
433659,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__mesophilus,0.019498843370218455,0.009297408845709261,0.04043676914171112
2675225,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__sp. Gsoil 351,0.019498843370218455,0.009297408845709261,0.04043676914171112
34029,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Leptothrix,s__cholodnii,0.019498843370218455,0.009297408845709261,0.04043676914171112
298654,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,s__inefficax,0.019498843370218455,0.009297408845709261,0.04043676914171112
2590869,3.348588012054917e-05,0.052941176470588235,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,s__sp. SNU WT3,0.019498843370218455,0.009297408845709261,0.04043676914171112
1155739,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Cyanobacteria,c__,o__Oscillatoriales,f__Oscillatoriaceae,g__Moorea,s__producens,0.019498843370218455,0.009297408845709261,0.04043676914171112
2736757,3.348588012054917e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__sp. MC1495,0.019498843370218455,0.009297408845709261,0.04043676914171112
375489,3.348588012054917e-05,0.061764705882352944,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__cellulosilyticus,0.019498843370218455,0.009297408845709261,0.04043676914171112
1077946,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__hundungensis,0.019498843370218455,0.009297408845709261,0.04043676914171112
285665,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__coriariae,0.019498843370218455,0.009297408845709261,0.04043676914171112
2651974,3.348588012054917e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hydrogenophaga,s__sp. BPS33,0.019498843370218455,0.009297408845709261,0.04043676914171112
1725,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__xerosis,0.019498843370218455,0.009297408845709261,0.04043676914171112
285570,3.348588012054917e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__asterosporus,0.019498843370218455,0.009297408845709261,0.04043676914171112
185642,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__parmense,0.02031502188970835,0.009828879263456325,0.04151941877556188
2045,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Pimelobacter,s__simplex,0.02031502188970835,0.009828879263456325,0.04151941877556188
2697032,3.4881125125572054e-05,0.07352941176470588,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Xylophilus,s__sp. KACC 21265,0.02031502188970835,0.009828879263456325,0.04151941877556188
2066,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__setae,0.02031502188970835,0.009828879263456325,0.04151941877556188
2705012,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus,s__sp. PB12-B1b,0.02031502188970835,0.009828879263456325,0.04151941877556188
128780,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__acidaminiphila,0.02031502188970835,0.009828879263456325,0.04151941877556188
75105,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__caribensis,0.02031502188970835,0.009828879263456325,0.04151941877556188
1850374,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Ancylobacter,s__sp. TS-1,0.02031502188970835,0.009828879263456325,0.04151941877556188
2762322,3.4881125125572054e-05,0.07352941176470588,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__sp. PAMC26660,0.02031502188970835,0.009828879263456325,0.04151941877556188
1593482,3.4881125125572054e-05,0.05,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__sp. YMA4,0.02031502188970835,0.009828879263456325,0.04151941877556188
237610,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__psychrotolerans,0.02031502188970835,0.009828879263456325,0.04151941877556188
1332080,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__baderi,0.02031502188970835,0.009828879263456325,0.04151941877556188
31988,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Aminobacter,s__,0.02031502188970835,0.009828879263456325,0.04151941877556188
207340,3.4881125125572054e-05,0.05588235294117647,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,s__mucosa,0.02031502188970835,0.009828879263456325,0.04151941877556188
29581,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,s__lividum,0.02031502188970835,0.009828879263456325,0.04151941877556188
607711,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__wadsworthii,0.02031502188970835,0.009828879263456325,0.04151941877556188
208962,3.4881125125572054e-05,0.07352941176470588,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__albertii,0.02031502188970835,0.009828879263456325,0.04151941877556188
2728024,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,s__sp. CJU-R4,0.02031502188970835,0.009828879263456325,0.04151941877556188
212765,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__madagascariense,0.02031502188970835,0.009828879263456325,0.04151941877556188
239759,3.4881125125572054e-05,0.061764705882352944,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,0.02031502188970835,0.009828879263456325,0.04151941877556188
186817,3.4881125125572054e-05,0.061764705882352944,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__,s__,0.02031502188970835,0.009828879263456325,0.04151941877556188
2711329,3.4881125125572054e-05,0.061764705882352944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__sp. TGY1120_3,0.02031502188970835,0.009828879263456325,0.04151941877556188
76761,3.4881125125572054e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__veronii,0.02031502188970835,0.009828879263456325,0.04151941877556188
22,3.4881125125572054e-05,0.047058823529411764,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__,0.02031502188970835,0.009828879263456325,0.04151941877556188
1849967,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. SAT1,0.02031502188970835,0.009828879263456325,0.04151941877556188
31998,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__radiotolerans,0.02031502188970835,0.009828879263456325,0.04151941877556188
959,3.4881125125572054e-05,0.061764705882352944,k__Bacteria,p__Proteobacteria,c__Oligoflexia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__bacteriovorus,0.02031502188970835,0.009828879263456325,0.04151941877556188
88688,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__segnis,0.02031502188970835,0.009828879263456325,0.04151941877556188
712270,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,s__sp. oral taxon 368,0.02031502188970835,0.009828879263456325,0.04151941877556188
2589074,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__sp. KUDC 5002,0.02031502188970835,0.009828879263456325,0.04151941877556188
2730915,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. Z423-1,0.02031502188970835,0.009828879263456325,0.04151941877556188
41899,3.4881125125572054e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__plantarii,0.02031502188970835,0.009828879263456325,0.04151941877556188
1482074,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__Hartmannibacter,s__diazotrophicus,0.02031502188970835,0.009828879263456325,0.04151941877556188
31958,3.4881125125572054e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__orientalis,0.02031502188970835,0.009828879263456325,0.04151941877556188
2684468,3.4881125125572054e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. QHH-9511,0.02031502188970835,0.009828879263456325,0.04151941877556188
1141883,3.627637013059493e-05,0.058823529411764705,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__putida,0.021131475542476297,0.010365700016960678,0.042597262192534194
186802,3.627637013059493e-05,0.058823529411764705,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__,0.021131475542476297,0.010365700016960678,0.042597262192534194
528244,3.627637013059493e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Azospirillum,s__thiophilum,0.021131475542476297,0.010365700016960678,0.042597262192534194
2714944,3.627637013059493e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__sp. HDW15C,0.021131475542476297,0.010365700016960678,0.042597262192534194
2675219,3.627637013059493e-05,0.07352941176470588,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__sp. 2039,0.021131475542476297,0.010365700016960678,0.042597262192534194
82367,3.627637013059493e-05,0.06764705882352941,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__pantotrophus,0.021131475542476297,0.010365700016960678,0.042597262192534194
2704468,3.627637013059493e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus,s__sp. P02-A3a,0.021131475542476297,0.010365700016960678,0.042597262192534194
818,3.627637013059493e-05,0.047058823529411764,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__thetaiotaomicron,0.021131475542476297,0.010365700016960678,0.042597262192534194
1708,3.627637013059493e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__fimi,0.021131475542476297,0.010365700016960678,0.042597262192534194
1133546,3.627637013059493e-05,0.07058823529411765,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__,g__Luteimicrobium,s__xylanilyticum,0.021131475542476297,0.010365700016960678,0.042597262192534194
1824,3.627637013059493e-05,0.07352941176470588,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__asteroides,0.021131475542476297,0.010365700016960678,0.042597262192534194
1297742,3.627637013059493e-05,0.07058823529411765,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__Myxococcus,s__hansupus,0.021131475542476297,0.010365700016960678,0.042597262192534194
946333,3.627637013059493e-05,0.06470588235294118,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Rhizobacter,s__gummiphilus,0.021131475542476297,0.010365700016960678,0.042597262192534194
2483798,3.627637013059493e-05,0.06470588235294118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__sp. 603,0.021131475542476297,0.010365700016960678,0.042597262192534194
106590,3.627637013059493e-05,0.07647058823529412,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__necator,0.021131475542476297,0.010365700016960678,0.042597262192534194
2035,3.627637013059493e-05,0.06764705882352941,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Curtobacterium,s__flaccumfaciens,0.021131475542476297,0.010365700016960678,0.042597262192534194
2136401,3.627637013059493e-05,0.07352941176470588,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. YIM 121038,0.021131475542476297,0.010365700016960678,0.042597262192534194
